Transaction_ID,Year,State,Customer_ID,Customer_Type,Age_Group,Category,Product_ID,Quantity,Base_Price,Discount_Percentage,Payment_Method,BlackFriday_Week_Phase,Gender,Loyalty_Score,Final_Price
8868,2014,SD,44484,Prime,26-35,Books,5480,1,595.0,49.0,PayPal,Black Friday,Female,25,303.45
8869,2024,NH,96857,Prime,36-45,Toys,5192,1,472.0,49.0,PayPal,Black Friday,Male,71,240.72
8870,2019,MN,52162,Prime,46-55,Home,9788,3,1352.0,41.0,BNPL,Black Friday,Male,19,797.68
8871,2015,MA,76991,Prime,56+,Sports,4981,3,630.0,57.0,PayPal,Black Friday,Female,52,270.9
8872,2015,KS,89567,New,56+,Toys,3798,5,1520.0,9.0,BNPL,Weekend Sale,Other,94,1383.2
8873,2020,WV,98465,New,46-55,Fashion,5783,1,1968.0,54.0,Credit,Pre-BF,Other,46,905.28
8874,2023,SD,49794,New,18-25,Home,5738,4,926.0,79.0,BNPL,Weekend Sale,Male,54,194.46
8875,2014,VT,39237,Regular,36-45,Books,4578,5,1261.0,68.0,Debit,Black Friday,Other,18,403.52
8876,2019,MT,75294,Prime,26-35,Home,5784,4,941.0,21.0,Debit,Cyber Monday,Female,88,743.39
8877,2020,OR,78007,Prime,46-55,Fashion,6559,3,1787.0,8.0,PayPal,Black Friday,Female,62,1644.04
8878,2021,MI,10367,Prime,26-35,Books,2752,5,825.0,12.0,BNPL,Black Friday,Male,67,726.0
8879,2020,GA,23417,New,56+,Beauty,1699,2,1885.0,45.0,Debit,Black Friday,Female,69,1036.75
8880,2019,CT,62328,New,18-25,Toys,4317,5,1792.0,26.0,BNPL,Pre-BF,Female,89,1326.08
8881,2022,FL,78910,Prime,18-25,Fashion,1352,5,1430.0,31.0,Credit,Pre-BF,Female,74,986.7
8882,2016,MO,16773,Regular,26-35,Fashion,8165,3,11.0,62.0,UPI,Black Friday,Female,71,4.18
8883,2024,VA,24205,New,56+,Sports,9062,1,1656.0,10.0,Debit,Cyber Monday,Male,47,1490.4
8884,2019,IA,65443,Prime,18-25,Books,9668,3,1444.0,35.0,BNPL,Pre-BF,Female,24,938.6
8885,2017,IL,97905,Prime,36-45,Electronics,5090,3,784.0,63.0,Debit,Weekend Sale,Other,23,290.08
8886,2015,TN,94117,Prime,56+,Fashion,7809,3,1138.0,8.0,Debit,Pre-BF,Female,24,1046.96
8887,2014,VA,64063,Regular,46-55,Beauty,7134,4,1251.0,51.0,Credit,Black Friday,Male,31,612.99
8888,2014,MT,57119,Prime,46-55,Beauty,2069,2,999.0,47.0,Debit,Cyber Monday,Male,56,529.47
8889,2024,MA,43668,New,46-55,Beauty,1861,4,284.0,64.0,UPI,Cyber Monday,Other,18,102.24
8890,2023,MN,92112,Regular,36-45,Books,1085,5,945.0,32.0,Debit,Black Friday,Female,14,642.6
8891,2016,UT,12770,Regular,56+,Toys,7890,3,30.0,67.0,Credit,Cyber Monday,Male,18,9.9
8892,2017,NV,72537,Prime,26-35,Toys,3641,1,1347.0,21.0,PayPal,Black Friday,Female,73,1064.13
8893,2015,PA,54308,New,26-35,Books,7020,3,419.0,54.0,Credit,Cyber Monday,Other,36,192.74
8894,2024,ID,47948,New,56+,Home,6265,4,1491.0,21.0,Credit,Cyber Monday,Female,22,1177.89
8895,2024,MS,60102,Prime,36-45,Fashion,8421,2,813.0,14.0,BNPL,Weekend Sale,Male,79,699.18
8896,2024,IL,13606,Prime,56+,Sports,8689,4,309.0,52.0,BNPL,Black Friday,Other,87,148.32
8897,2014,SC,90214,New,26-35,Beauty,7785,3,1033.0,26.0,PayPal,Cyber Monday,Female,97,764.42
8898,2017,WV,43025,Regular,56+,Fashion,7106,2,1865.0,68.0,UPI,Black Friday,Male,79,596.8
8899,2020,AK,60373,Regular,46-55,Books,7588,1,36.0,34.0,Debit,Weekend Sale,Other,56,23.76
8900,2023,RI,24388,Prime,56+,Home,6525,4,657.0,24.0,Credit,Weekend Sale,Other,97,499.32
8901,2024,ID,92570,Prime,18-25,Books,4977,4,1891.0,18.0,PayPal,Cyber Monday,Other,58,1550.62
8902,2019,RI,40920,New,56+,Home,4386,5,1418.0,19.0,UPI,Weekend Sale,Other,24,1148.58
8903,2019,IN,45193,New,26-35,Beauty,5075,2,648.0,47.0,Debit,Weekend Sale,Female,78,343.44
8904,2024,NJ,25011,New,26-35,Fashion,9254,4,1824.0,61.0,BNPL,Pre-BF,Male,15,711.36
8905,2022,SD,41254,New,26-35,Home,2777,5,82.0,23.0,PayPal,Cyber Monday,Male,49,63.14
8906,2015,WY,68266,Prime,46-55,Electronics,5030,1,1064.0,57.0,Credit,Cyber Monday,Male,66,457.52
8907,2017,TX,21106,Prime,26-35,Toys,4205,4,1424.0,44.0,PayPal,Pre-BF,Other,18,797.44
8908,2018,WV,31786,New,18-25,Fashion,1815,4,1042.0,27.0,Debit,Pre-BF,Male,82,760.66
8909,2014,ME,66852,Prime,56+,Beauty,7856,3,208.0,26.0,Credit,Weekend Sale,Male,22,153.92
8910,2021,NM,26944,Prime,36-45,Home,7031,4,485.0,76.0,Credit,Weekend Sale,Male,13,116.4
8911,2021,TX,83917,New,26-35,Home,3209,1,390.0,35.0,UPI,Cyber Monday,Other,71,253.5
8912,2019,WY,51164,Regular,56+,Home,4069,5,491.0,20.0,Credit,Weekend Sale,Other,1,392.8
8913,2018,TX,86743,Regular,46-55,Toys,9618,2,446.0,58.0,Debit,Black Friday,Male,2,187.32
8914,2021,MO,38715,New,56+,Fashion,9215,1,1917.0,28.0,Debit,Black Friday,Male,87,1380.24
8915,2016,AR,64251,Regular,26-35,Home,6093,2,153.0,25.0,Debit,Cyber Monday,Other,51,114.75
8916,2016,WY,78907,Prime,26-35,Sports,6221,1,723.0,76.0,Credit,Black Friday,Male,93,173.52
8917,2015,IL,74506,Regular,26-35,Toys,2304,5,1441.0,42.0,BNPL,Pre-BF,Other,98,835.78
8918,2018,OK,45809,New,18-25,Electronics,4947,3,1363.0,74.0,PayPal,Cyber Monday,Male,28,354.38
8919,2016,TN,16844,New,56+,Fashion,8933,5,183.0,18.0,Debit,Black Friday,Female,19,150.06
8920,2016,OR,97318,Regular,36-45,Beauty,5394,2,1958.0,34.0,UPI,Weekend Sale,Female,75,1292.28
8921,2019,AZ,59864,Regular,18-25,Fashion,4078,2,1762.0,11.0,UPI,Pre-BF,Other,22,1568.18
8922,2021,KS,86412,Prime,36-45,Home,8098,4,242.0,8.0,Credit,Weekend Sale,Other,47,222.64
8923,2015,MT,98867,Regular,26-35,Books,8706,3,1831.0,29.0,Credit,Pre-BF,Female,46,1300.01
8924,2017,SC,47174,Regular,36-45,Beauty,9739,5,1468.0,29.0,UPI,Cyber Monday,Female,4,1042.28
8925,2024,RI,55933,Regular,36-45,Sports,7120,5,1756.0,23.0,Credit,Black Friday,Male,45,1352.12
8926,2020,ME,23144,Prime,18-25,Fashion,6522,2,1534.0,34.0,UPI,Cyber Monday,Female,15,1012.44
8927,2014,VA,17649,Regular,18-25,Beauty,8352,3,1704.0,47.0,PayPal,Weekend Sale,Female,2,903.12
8928,2014,IA,46645,Prime,56+,Fashion,3275,5,1575.0,19.0,BNPL,Weekend Sale,Male,52,1275.75
8929,2023,NY,62674,Prime,36-45,Sports,8236,3,1323.0,52.0,Debit,Pre-BF,Female,93,635.04
8930,2020,WI,22818,New,18-25,Electronics,1196,3,1765.0,33.0,PayPal,Pre-BF,Other,21,1182.55
8931,2020,MA,46880,New,56+,Electronics,8313,5,1021.0,37.0,Credit,Cyber Monday,Male,67,643.23
8932,2014,AL,70109,Prime,36-45,Electronics,4231,3,284.0,43.0,PayPal,Black Friday,Female,68,161.88
8933,2014,CO,47333,Prime,36-45,Fashion,1368,1,1445.0,44.0,BNPL,Weekend Sale,Other,69,809.2
8934,2017,NE,64058,Prime,26-35,Beauty,4228,2,15.0,27.0,UPI,Cyber Monday,Other,77,10.95
8935,2018,MN,64575,New,18-25,Electronics,2491,3,1178.0,66.0,UPI,Cyber Monday,Female,84,400.52
8936,2018,WA,35130,Prime,46-55,Toys,8027,3,1134.0,47.0,UPI,Pre-BF,Other,76,601.02
8937,2017,NM,36716,New,18-25,Toys,1719,1,612.0,68.0,Credit,Cyber Monday,Other,55,195.84
8938,2021,ID,41297,New,26-35,Electronics,3762,4,1908.0,46.0,BNPL,Pre-BF,Male,63,1030.32
8939,2020,MA,29062,Prime,56+,Electronics,5734,3,173.0,56.0,BNPL,Black Friday,Female,96,76.12
8940,2022,AK,39492,Prime,18-25,Home,9987,5,1546.0,37.0,Credit,Weekend Sale,Female,32,973.98
8941,2020,CA,96861,Prime,36-45,Books,3202,4,1177.0,14.0,Debit,Cyber Monday,Other,66,1012.22
8942,2023,FL,66481,New,46-55,Toys,4207,4,1485.0,24.0,UPI,Cyber Monday,Other,80,1128.6
8943,2014,MD,85724,Regular,56+,Books,3503,1,1080.0,67.0,PayPal,Cyber Monday,Male,3,356.4
8944,2020,VA,76377,Prime,18-25,Toys,6782,5,32.0,8.0,PayPal,Black Friday,Female,25,29.44
8945,2014,LA,20567,Regular,56+,Electronics,7175,4,745.0,19.0,PayPal,Cyber Monday,Male,84,603.45
8946,2020,MI,46806,Regular,36-45,Sports,6134,3,1228.0,19.0,Debit,Black Friday,Male,67,994.68
8947,2023,DE,84457,Regular,46-55,Home,2882,1,1479.0,67.0,Credit,Weekend Sale,Female,75,488.07
8948,2021,ND,79885,Regular,36-45,Beauty,2987,1,1118.0,51.0,Credit,Weekend Sale,Female,70,547.82
8949,2024,FL,85191,Regular,46-55,Home,9287,1,353.0,21.0,UPI,Black Friday,Female,46,278.87
8950,2022,CT,57674,New,56+,Home,1814,2,1944.0,53.0,Debit,Weekend Sale,Other,89,913.68
8951,2016,NJ,90415,New,18-25,Toys,3660,4,588.0,21.0,PayPal,Cyber Monday,Male,92,464.52
8952,2017,LA,80482,New,46-55,Electronics,3569,5,476.0,16.0,Credit,Pre-BF,Other,4,399.84
8953,2017,NE,53127,Regular,36-45,Electronics,8347,5,1332.0,15.0,Debit,Weekend Sale,Other,94,1132.2
8954,2022,KS,33502,New,46-55,Books,6343,2,1937.0,30.0,BNPL,Cyber Monday,Female,2,1355.9
8955,2020,MA,82193,Prime,56+,Electronics,8421,3,1404.0,49.0,Debit,Cyber Monday,Female,47,716.04
8956,2016,CA,60724,Regular,56+,Home,5018,4,1643.0,58.0,UPI,Weekend Sale,Female,72,690.06
8957,2023,NH,88802,Prime,56+,Books,1974,1,1003.0,69.0,PayPal,Cyber Monday,Male,63,310.93
8958,2018,WA,16240,Regular,18-25,Books,2861,2,181.0,67.0,Credit,Pre-BF,Female,46,59.73
8959,2020,OR,96886,Regular,56+,Home,1648,2,1265.0,30.0,Credit,Pre-BF,Other,61,885.5
8960,2021,TX,58544,Regular,18-25,Sports,9933,4,495.0,71.0,BNPL,Pre-BF,Male,14,143.55
8961,2014,MI,26640,Regular,26-35,Fashion,2576,5,1571.0,63.0,BNPL,Black Friday,Other,4,581.27
8962,2015,IN,42895,Prime,46-55,Beauty,3599,4,716.0,47.0,BNPL,Cyber Monday,Female,50,379.48
8963,2020,ME,21920,Regular,36-45,Fashion,5879,5,1193.0,15.0,UPI,Weekend Sale,Other,57,1014.05
8964,2024,OH,89928,Regular,18-25,Sports,2787,4,1865.0,51.0,PayPal,Cyber Monday,Male,45,913.85
8965,2015,MS,90453,New,18-25,Beauty,1137,5,52.0,32.0,BNPL,Pre-BF,Female,97,35.36
8966,2020,TN,40643,Regular,36-45,Books,3056,2,1145.0,32.0,PayPal,Pre-BF,Other,16,778.6
8967,2022,CO,39227,Regular,46-55,Fashion,2831,5,756.0,39.0,PayPal,Pre-BF,Other,39,461.16
8968,2024,AZ,33251,Regular,56+,Fashion,9760,4,1491.0,11.0,BNPL,Cyber Monday,Female,87,1326.99
8969,2015,ND,34238,Regular,46-55,Fashion,5726,3,1491.0,31.0,PayPal,Cyber Monday,Other,8,1028.79
8970,2020,VT,70044,Regular,18-25,Fashion,6894,4,1863.0,31.0,Credit,Cyber Monday,Male,83,1285.47
8971,2017,WY,37723,Regular,56+,Home,5266,2,1274.0,51.0,PayPal,Black Friday,Male,46,624.26
8972,2024,AK,44973,Prime,26-35,Beauty,5607,5,1428.0,9.0,PayPal,Pre-BF,Male,64,1299.48
8973,2015,IA,18513,Prime,36-45,Sports,8678,5,127.0,41.0,Credit,Weekend Sale,Male,52,74.93
8974,2020,OR,53316,Regular,46-55,Fashion,5470,5,1495.0,25.0,Credit,Pre-BF,Female,19,1121.25
8975,2018,IA,40225,Prime,56+,Fashion,2895,2,488.0,73.0,Debit,Pre-BF,Female,90,131.76
8976,2014,NY,14379,New,36-45,Sports,9395,4,1170.0,46.0,Debit,Black Friday,Other,82,631.8
8977,2018,MA,21305,New,46-55,Electronics,5152,5,1593.0,67.0,BNPL,Pre-BF,Male,29,525.69
8978,2016,KY,41722,Regular,18-25,Home,1656,3,911.0,6.0,UPI,Pre-BF,Male,51,856.34
8979,2020,ND,87684,Regular,18-25,Toys,4462,3,250.0,55.0,PayPal,Black Friday,Male,14,112.5
8980,2019,NY,65429,Prime,18-25,Electronics,4126,1,1599.0,22.0,PayPal,Black Friday,Other,36,1247.22
8981,2021,WY,88437,New,26-35,Sports,4024,3,839.0,39.0,UPI,Cyber Monday,Other,11,511.79
8982,2018,WA,86424,Regular,18-25,Toys,4743,1,1160.0,14.0,BNPL,Black Friday,Female,56,997.6
8983,2015,MN,52476,New,18-25,Fashion,1071,5,642.0,43.0,PayPal,Weekend Sale,Other,50,365.94
8984,2022,OH,54253,Prime,18-25,Beauty,6653,2,959.0,36.0,Debit,Pre-BF,Male,45,613.76
8985,2024,OR,30708,Regular,56+,Books,1749,2,1516.0,41.0,PayPal,Cyber Monday,Female,73,894.44
8986,2021,TX,74963,Regular,36-45,Toys,1952,2,1387.0,69.0,Credit,Weekend Sale,Male,95,429.97
8987,2019,SD,37621,Regular,26-35,Books,7279,5,244.0,21.0,PayPal,Pre-BF,Male,39,192.76
8988,2023,OR,40001,New,46-55,Books,5612,5,577.0,40.0,PayPal,Black Friday,Male,65,346.2
8989,2020,NC,24220,Prime,26-35,Toys,5122,4,347.0,31.0,Credit,Cyber Monday,Female,34,239.43
8990,2022,MO,75122,New,36-45,Toys,5179,3,608.0,52.0,Debit,Weekend Sale,Female,30,291.84
8991,2020,VA,91757,New,18-25,Books,7026,5,423.0,43.0,Credit,Black Friday,Female,21,241.11
8992,2016,OR,77907,Regular,18-25,Beauty,6171,3,1164.0,69.0,UPI,Cyber Monday,Female,75,360.84
8993,2019,SC,47784,Prime,46-55,Electronics,1073,2,905.0,42.0,Debit,Black Friday,Other,3,524.9
8994,2024,MA,49070,Prime,26-35,Home,3059,3,1800.0,66.0,PayPal,Black Friday,Male,32,612.0
8995,2024,VA,49150,Regular,26-35,Beauty,2277,4,1094.0,18.0,Credit,Cyber Monday,Male,57,897.08
8996,2020,WV,71262,Prime,46-55,Electronics,5698,2,1944.0,72.0,Credit,Cyber Monday,Female,68,544.32
8997,2015,PA,98372,Regular,26-35,Fashion,2127,3,1774.0,51.0,Debit,Black Friday,Male,86,869.26
8998,2016,SC,65544,Regular,26-35,Electronics,1602,4,500.0,47.0,Credit,Cyber Monday,Other,57,265.0
8999,2017,ND,37161,Prime,26-35,Toys,7458,3,1292.0,6.0,UPI,Weekend Sale,Female,23,1214.48
9000,2023,ME,31180,Prime,46-55,Electronics,2524,4,1432.0,42.0,BNPL,Black Friday,Other,50,830.56
9001,2019,NE,91401,Prime,46-55,Books,6291,3,972.0,63.0,PayPal,Black Friday,Other,100,359.64
9002,2014,FL,28825,Prime,36-45,Electronics,2166,2,1702.0,52.0,UPI,Black Friday,Other,15,816.96
9003,2022,CA,11017,New,26-35,Books,2932,2,1320.0,17.0,Credit,Pre-BF,Other,50,1095.6
9004,2018,CA,30885,Regular,36-45,Fashion,5292,1,1232.0,48.0,BNPL,Pre-BF,Male,63,640.64
9005,2020,MO,56260,Regular,56+,Fashion,9856,4,1360.0,23.0,PayPal,Weekend Sale,Other,20,1047.2
9006,2022,MT,20260,Regular,56+,Electronics,7333,3,576.0,16.0,UPI,Cyber Monday,Male,41,483.84
9007,2022,ME,64946,Regular,26-35,Beauty,1962,3,980.0,64.0,Debit,Black Friday,Female,47,352.8
9008,2014,NJ,56662,New,18-25,Books,7698,3,101.0,35.0,PayPal,Cyber Monday,Female,38,65.65
9009,2014,OK,87393,Prime,56+,Fashion,1087,5,901.0,38.0,Debit,Black Friday,Male,6,558.62
9010,2016,WV,47018,Prime,18-25,Toys,5951,4,237.0,45.0,PayPal,Weekend Sale,Other,66,130.35
9011,2019,WV,65099,Prime,36-45,Books,9664,3,1972.0,27.0,Credit,Cyber Monday,Other,94,1439.56
9012,2015,KS,72306,Regular,26-35,Beauty,3468,1,1143.0,77.0,UPI,Weekend Sale,Other,44,262.89
9013,2023,CT,39230,New,36-45,Sports,7212,2,1905.0,20.0,PayPal,Cyber Monday,Male,19,1524.0
9014,2024,LA,34769,New,36-45,Electronics,5874,5,290.0,76.0,Debit,Pre-BF,Other,30,69.6
9015,2014,MA,45214,Prime,46-55,Sports,4495,5,960.0,35.0,PayPal,Cyber Monday,Male,89,624.0
9016,2014,NM,42492,Regular,26-35,Books,9042,2,1921.0,59.0,PayPal,Pre-BF,Male,34,787.61
9017,2018,AL,73767,Prime,46-55,Toys,1246,5,1595.0,46.0,PayPal,Weekend Sale,Female,54,861.3
9018,2017,AZ,99043,Regular,36-45,Toys,3878,1,559.0,27.0,Credit,Black Friday,Female,29,408.07
9019,2014,NM,72473,Prime,18-25,Beauty,7131,1,837.0,42.0,UPI,Cyber Monday,Female,68,485.46
9020,2017,MO,98215,Prime,26-35,Electronics,5494,2,1118.0,27.0,BNPL,Black Friday,Female,10,816.14
9021,2016,DE,13687,New,26-35,Toys,4976,4,701.0,30.0,PayPal,Black Friday,Male,83,490.7
9022,2015,AL,59135,Regular,56+,Sports,1325,5,1373.0,44.0,PayPal,Cyber Monday,Female,96,768.88
9023,2022,CT,74635,New,18-25,Books,9793,3,1231.0,7.0,Credit,Black Friday,Other,28,1144.83
9024,2024,CT,83400,New,18-25,Sports,1810,3,1109.0,5.0,Debit,Cyber Monday,Male,58,1053.55
9025,2014,DE,81663,Prime,36-45,Fashion,9595,1,986.0,54.0,BNPL,Pre-BF,Male,58,453.56
9026,2020,ME,59704,Regular,36-45,Fashion,7780,4,1206.0,31.0,BNPL,Black Friday,Female,14,832.14
9027,2017,KY,23834,Regular,36-45,Beauty,6986,4,1258.0,48.0,BNPL,Weekend Sale,Male,11,654.16
9028,2018,HI,18921,Prime,56+,Books,6546,5,621.0,59.0,Credit,Black Friday,Other,76,254.61
9029,2023,WA,38573,Prime,18-25,Books,7845,5,633.0,79.0,BNPL,Pre-BF,Other,41,132.93
9030,2018,SD,47876,Prime,46-55,Books,5689,2,28.0,19.0,Debit,Black Friday,Female,69,22.68
9031,2014,WI,14266,Regular,18-25,Fashion,3274,1,777.0,48.0,UPI,Black Friday,Male,79,404.04
9032,2019,HI,47713,Prime,46-55,Books,3227,2,1678.0,73.0,BNPL,Pre-BF,Male,22,453.06
9033,2022,PA,18985,Prime,26-35,Home,4017,2,246.0,73.0,PayPal,Pre-BF,Other,69,66.42
9034,2015,SD,32068,New,46-55,Electronics,9089,4,1459.0,26.0,Debit,Pre-BF,Other,79,1079.66
9035,2020,WY,18366,Prime,26-35,Toys,8133,5,643.0,66.0,Debit,Cyber Monday,Other,69,218.62
9036,2019,AK,79384,Prime,36-45,Toys,2438,3,102.0,55.0,BNPL,Cyber Monday,Male,76,45.9
9037,2018,AR,40472,Regular,18-25,Beauty,4384,2,1902.0,43.0,PayPal,Black Friday,Female,55,1084.14
9038,2017,WY,13456,Prime,36-45,Beauty,1663,1,1017.0,26.0,Debit,Weekend Sale,Other,18,752.58
9039,2017,NV,94678,Regular,18-25,Toys,9345,2,1575.0,11.0,Credit,Weekend Sale,Other,50,1401.75
9040,2019,NC,22031,New,46-55,Fashion,1732,3,1866.0,54.0,BNPL,Cyber Monday,Other,67,858.36
9041,2017,HI,95675,New,18-25,Beauty,1805,3,1621.0,58.0,PayPal,Pre-BF,Female,29,680.82
9042,2018,AZ,30026,Regular,46-55,Home,5217,1,1806.0,78.0,UPI,Weekend Sale,Male,24,397.32
9043,2019,SC,50887,Prime,18-25,Beauty,9373,3,1839.0,16.0,Debit,Pre-BF,Other,21,1544.76
9044,2018,CA,38777,Regular,26-35,Fashion,9072,3,1172.0,66.0,UPI,Weekend Sale,Female,39,398.48
9045,2020,MA,52930,Prime,46-55,Electronics,4679,3,1373.0,42.0,PayPal,Black Friday,Other,82,796.34
9046,2022,MI,11660,Prime,36-45,Home,5068,2,1318.0,71.0,Credit,Weekend Sale,Male,51,382.22
9047,2023,OR,37151,Prime,36-45,Beauty,2703,1,1815.0,74.0,PayPal,Cyber Monday,Female,97,471.9
9048,2020,HI,34613,Regular,36-45,Electronics,9529,2,1763.0,45.0,UPI,Cyber Monday,Male,73,969.65
9049,2020,UT,75266,New,36-45,Electronics,7246,1,491.0,71.0,PayPal,Weekend Sale,Male,25,142.39
9050,2017,MI,88744,Regular,26-35,Sports,6301,3,595.0,6.0,PayPal,Black Friday,Other,80,559.3
9051,2014,SD,64738,Prime,26-35,Toys,7770,3,1892.0,61.0,Debit,Cyber Monday,Female,90,737.88
9052,2021,IL,55777,Regular,56+,Fashion,8018,5,770.0,63.0,PayPal,Weekend Sale,Male,18,284.9
9053,2017,AZ,95496,New,56+,Toys,4298,3,1653.0,34.0,Credit,Pre-BF,Other,56,1090.98
9054,2014,IL,40702,Regular,56+,Sports,1727,1,1266.0,65.0,Debit,Pre-BF,Other,61,443.1
9055,2018,NV,98378,New,56+,Fashion,5958,4,1266.0,53.0,Credit,Weekend Sale,Female,10,595.02
9056,2021,HI,87263,New,18-25,Sports,3937,1,994.0,53.0,UPI,Pre-BF,Other,22,467.18
9057,2017,HI,71804,Prime,46-55,Electronics,5023,3,787.0,47.0,PayPal,Pre-BF,Other,53,417.11
9058,2021,MA,23021,New,36-45,Beauty,3013,3,48.0,21.0,BNPL,Black Friday,Male,26,37.92
9059,2021,MA,54001,Regular,18-25,Fashion,2833,4,1093.0,62.0,PayPal,Cyber Monday,Male,51,415.34
9060,2016,CT,29092,Regular,26-35,Fashion,6667,3,617.0,77.0,BNPL,Cyber Monday,Male,29,141.91
9061,2022,KY,38915,Prime,36-45,Electronics,7007,5,235.0,24.0,Debit,Black Friday,Other,84,178.6
9062,2016,WV,63323,Regular,46-55,Home,3010,4,928.0,58.0,UPI,Cyber Monday,Female,95,389.76
9063,2014,IN,86037,Prime,46-55,Electronics,3249,2,1642.0,62.0,BNPL,Pre-BF,Other,89,623.96
9064,2015,NC,61902,Regular,26-35,Sports,9855,5,489.0,8.0,PayPal,Weekend Sale,Female,25,449.88
9065,2019,HI,25739,Regular,36-45,Electronics,9519,1,415.0,76.0,PayPal,Black Friday,Female,22,99.6
9066,2023,IL,83012,New,56+,Fashion,9456,5,991.0,68.0,PayPal,Cyber Monday,Female,77,317.12
9067,2015,AL,83467,New,36-45,Electronics,2466,5,1406.0,13.0,UPI,Weekend Sale,Male,57,1223.22
9068,2019,ND,23699,New,36-45,Toys,9445,3,352.0,39.0,BNPL,Cyber Monday,Male,76,214.72
9069,2014,FL,12804,Regular,46-55,Electronics,6654,2,732.0,32.0,BNPL,Black Friday,Female,76,497.76
9070,2024,IL,58904,Prime,26-35,Beauty,2236,4,416.0,31.0,UPI,Pre-BF,Other,60,287.04
9071,2014,OR,64596,Prime,36-45,Books,1609,5,799.0,75.0,Credit,Cyber Monday,Other,24,199.75
9072,2018,NJ,59993,Prime,18-25,Electronics,3033,3,967.0,54.0,Debit,Black Friday,Male,4,444.82
9073,2023,SD,74366,New,18-25,Electronics,4194,5,1767.0,49.0,UPI,Weekend Sale,Female,21,901.17
9074,2024,VT,48343,Regular,26-35,Books,7680,2,1308.0,18.0,PayPal,Cyber Monday,Other,56,1072.56
9075,2022,OR,21775,New,56+,Beauty,9741,4,1055.0,33.0,Credit,Cyber Monday,Female,67,706.85
9076,2021,WA,73012,Regular,36-45,Home,2218,3,648.0,64.0,BNPL,Pre-BF,Other,62,233.28
9077,2016,CT,57686,Regular,36-45,Home,5294,5,394.0,33.0,Debit,Black Friday,Female,56,263.98
9078,2016,IN,65557,Regular,46-55,Home,3189,2,683.0,61.0,PayPal,Pre-BF,Female,79,266.37
9079,2014,WV,74236,New,36-45,Toys,6328,1,1925.0,65.0,PayPal,Weekend Sale,Other,13,673.75
9080,2016,CO,55874,Regular,56+,Beauty,1354,1,35.0,64.0,PayPal,Weekend Sale,Other,39,12.6
9081,2024,ND,41586,New,36-45,Toys,3864,2,1549.0,70.0,UPI,Cyber Monday,Female,40,464.7
9082,2014,KS,67009,New,36-45,Toys,9154,4,1721.0,55.0,BNPL,Weekend Sale,Other,82,774.45
9083,2021,OR,10607,Regular,46-55,Sports,3223,5,1590.0,14.0,Credit,Pre-BF,Female,1,1367.4
9084,2014,OK,47386,Regular,18-25,Toys,4118,5,1301.0,55.0,Debit,Cyber Monday,Male,76,585.45
9085,2018,VA,89625,Regular,18-25,Beauty,3840,2,101.0,52.0,PayPal,Pre-BF,Female,10,48.48
9086,2022,CO,72652,New,56+,Fashion,4718,5,1326.0,61.0,UPI,Black Friday,Other,78,517.14
9087,2020,DE,63112,Regular,26-35,Fashion,9358,4,396.0,56.0,UPI,Weekend Sale,Other,43,174.24
9088,2017,MS,47025,Regular,26-35,Home,4626,2,1701.0,61.0,Debit,Pre-BF,Other,96,663.39
9089,2024,AZ,73492,Prime,46-55,Toys,7701,1,1766.0,16.0,Credit,Cyber Monday,Male,69,1483.44
9090,2022,AR,20223,Prime,36-45,Books,6418,1,989.0,38.0,UPI,Pre-BF,Male,41,613.18
9091,2022,NY,32943,Prime,46-55,Home,2126,3,1163.0,70.0,UPI,Cyber Monday,Female,56,348.9
9092,2015,AL,97051,Regular,18-25,Toys,1085,1,961.0,45.0,BNPL,Cyber Monday,Other,76,528.55
9093,2023,ND,72860,New,56+,Home,4777,5,494.0,58.0,BNPL,Pre-BF,Female,75,207.48
9094,2023,VT,76287,Prime,26-35,Electronics,4572,4,1994.0,25.0,Credit,Black Friday,Female,99,1495.5
9095,2024,FL,80880,New,36-45,Beauty,3714,4,1847.0,22.0,Debit,Black Friday,Other,84,1440.66
9096,2019,ID,43973,Prime,26-35,Toys,6969,3,120.0,50.0,PayPal,Weekend Sale,Other,47,60.0
9097,2017,GA,85048,Prime,18-25,Sports,3050,5,1773.0,11.0,UPI,Weekend Sale,Other,40,1577.97
9098,2021,GA,46655,New,36-45,Toys,3871,2,1461.0,42.0,PayPal,Pre-BF,Male,56,847.38
9099,2024,WY,84158,Prime,18-25,Toys,3926,3,1267.0,24.0,PayPal,Weekend Sale,Female,6,962.92
9100,2020,UT,74177,New,26-35,Beauty,2047,5,1947.0,8.0,PayPal,Pre-BF,Female,76,1791.24
9101,2020,WV,69509,Regular,26-35,Electronics,6593,2,722.0,15.0,Credit,Pre-BF,Male,35,613.7
9102,2024,MN,70461,Regular,18-25,Fashion,8827,1,46.0,10.0,Debit,Pre-BF,Male,72,41.4
9103,2023,CO,28658,New,36-45,Beauty,3730,1,575.0,11.0,Debit,Weekend Sale,Female,82,511.75
9104,2022,MS,46133,New,18-25,Electronics,9781,2,1826.0,49.0,BNPL,Cyber Monday,Male,40,931.26
9105,2018,MS,93183,Regular,36-45,Home,6876,3,904.0,34.0,PayPal,Pre-BF,Male,80,596.64
9106,2019,MA,30620,New,46-55,Toys,4173,2,1138.0,32.0,PayPal,Pre-BF,Other,10,773.84
